Latitude,Longitude,Sim_10000,Sim_1000,Sim_100
-64,25,NA,NA,NA
-64,27,NA,NA,NA
-64,29,NA,NA,NA
-64,31,NA,NA,NA
-64,33,NA,NA,NA
-64,35,NA,NA,NA
-64,37,NA,NA,NA
-64,39,NA,NA,NA
-64,41,NA,NA,NA
-64,43,NA,NA,NA
-64,45,NA,NA,NA
-64,47,NA,NA,NA
-64,49,NA,NA,NA
-64,51,NA,NA,NA
-64,53,NA,NA,NA
-64,55,NA,NA,NA
-64,57,NA,NA,NA
-64,59,NA,NA,NA
-64,61,NA,NA,NA
-64,63,NA,NA,NA
-64,65,NA,NA,NA
-64,67,NA,NA,NA
-64,69,NA,NA,NA
-64,71,NA,NA,NA
-64,73,NA,NA,NA
-64,75,NA,NA,NA
-64,77,NA,NA,NA
-64,79,NA,NA,NA
-64,81,NA,NA,NA
-64,83,NA,NA,NA
-64,85,NA,NA,NA
-64,87,NA,NA,NA
-64,89,NA,NA,NA
-64,91,NA,NA,NA
-64,93,NA,NA,NA
-64,95,NA,NA,NA
-64,97,NA,NA,NA
-64,99,NA,NA,NA
-64,101,NA,NA,NA
-64,103,NA,NA,NA
-64,105,NA,NA,NA
-64,107,NA,NA,NA
-64,109,NA,NA,NA
-64,111,NA,NA,NA
-64,113,NA,NA,NA
-64,115,NA,NA,NA
-64,117,NA,NA,NA
-64,119,NA,NA,NA
-64,121,NA,NA,NA
-64,123,NA,NA,NA
-64,125,NA,NA,NA
-64,127,NA,NA,NA
-64,129,NA,NA,NA
-64,131,NA,NA,NA
-64,133,NA,NA,NA
-64,135,NA,NA,NA
-64,137,NA,NA,NA
-64,139,NA,NA,NA
-64,141,NA,NA,NA
-64,143,NA,NA,NA
-64,145,NA,NA,NA
-64,147,NA,NA,NA
-64,149,NA,NA,NA
-64,151,NA,NA,NA
-64,153,NA,NA,NA
-64,155,NA,NA,NA
-64,157,NA,NA,NA
-64,159,NA,NA,NA
-64,161,NA,NA,NA
-64,163,NA,NA,NA
-64,165,NA,NA,NA
-64,167,NA,NA,NA
-64,169,NA,NA,NA
-64,171,NA,NA,NA
-64,173,NA,NA,NA
-64,175,NA,NA,NA
-64,177,NA,NA,NA
-64,179,NA,NA,NA
-62,-179,NA,NA,NA
-62,-177,NA,NA,NA
-62,-175,NA,NA,NA
-62,-173,NA,NA,NA
-62,-171,NA,NA,NA
-62,-169,NA,NA,NA
-62,-167,NA,NA,NA
-62,-165,NA,NA,NA
-62,-163,NA,NA,NA
-62,-161,NA,NA,NA
-62,-159,NA,NA,NA
-62,-157,NA,NA,NA
-62,-155,NA,NA,NA
-62,-153,NA,NA,NA
-62,-151,NA,NA,NA
-62,-149,NA,NA,NA
-62,-147,NA,NA,NA
-62,-145,NA,NA,NA
-62,-143,NA,NA,NA
-62,-141,NA,NA,NA
-62,-139,NA,NA,NA
-62,-137,NA,NA,NA
-62,-135,NA,NA,NA
-62,-133,NA,NA,NA
-62,-131,NA,NA,NA
-62,-129,NA,NA,NA
-62,-127,NA,NA,NA
-62,-125,NA,NA,NA
-62,-123,NA,NA,NA
-62,-121,NA,NA,NA
-62,-119,NA,NA,NA
-62,-117,NA,NA,NA
-62,-115,NA,NA,NA
-62,-113,NA,NA,NA
-62,-111,NA,NA,NA
-62,-109,NA,NA,NA
-62,-107,NA,NA,NA
-62,-105,NA,NA,NA
-62,-103,NA,NA,NA
-62,-101,NA,NA,NA
-62,-99,NA,NA,NA
-62,-97,NA,NA,NA
-62,-95,NA,NA,NA
-62,-93,NA,NA,NA
-62,-91,NA,NA,NA
-62,-89,NA,NA,NA
-62,-87,NA,NA,NA
-62,-85,NA,NA,NA
-62,-83,NA,NA,NA
-62,-81,NA,NA,NA
-62,-79,NA,NA,NA
-62,-77,NA,NA,NA
-62,-75,NA,NA,NA
-62,-73,NA,NA,NA
-62,-71,NA,NA,NA
-62,-69,NA,NA,NA
-62,-67,NA,NA,NA
-62,-65,NA,NA,NA
-62,-63,NA,NA,NA
-62,-61,NA,NA,NA
-62,-59,NA,NA,NA
-62,-57,NA,NA,NA
-62,-55,NA,NA,NA
-62,-53,NA,NA,NA
-62,-51,NA,NA,NA
-62,-49,NA,NA,NA
-62,-47,NA,NA,NA
-62,-45,NA,NA,NA
-62,-43,NA,NA,NA
-62,-41,NA,NA,NA
-62,-39,NA,NA,NA
-62,-37,NA,NA,NA
-62,-35,NA,NA,NA
-62,-33,NA,NA,NA
-62,-31,NA,NA,NA
-62,-29,NA,NA,NA
-62,-27,NA,NA,NA
-62,-25,NA,NA,NA
-62,-23,NA,NA,NA
-62,-21,NA,NA,NA
-62,-19,NA,NA,NA
-62,-17,NA,NA,NA
-62,-15,NA,NA,NA
-62,-13,NA,NA,NA
-62,-11,NA,NA,NA
-62,-9,NA,NA,NA
-62,-7,NA,NA,NA
-62,-5,NA,NA,NA
-62,-3,NA,NA,NA
-62,-1,NA,NA,NA
-62,1,NA,NA,NA
-62,3,NA,NA,NA
-62,5,NA,NA,NA
-62,7,NA,NA,NA
-62,9,NA,NA,NA
-62,11,NA,NA,NA
-62,13,NA,NA,NA
-62,15,NA,NA,NA
-62,17,NA,NA,NA
-62,19,NA,NA,NA
-62,21,NA,NA,NA
-62,23,NA,NA,NA
-62,25,NA,NA,NA
-62,27,NA,NA,NA
-62,29,NA,NA,NA
-62,31,NA,NA,NA
-62,33,NA,NA,NA
-62,35,NA,NA,NA
-62,37,NA,NA,NA
-62,39,NA,NA,NA
-62,41,NA,NA,NA
-62,43,NA,NA,NA
-62,45,NA,NA,NA
-62,47,NA,NA,NA
-62,49,NA,NA,NA
-62,51,NA,NA,NA
-62,53,NA,NA,NA
-62,55,NA,NA,NA
-62,57,NA,NA,NA
-62,59,NA,NA,NA
-62,61,NA,NA,NA
-62,63,NA,NA,NA
-62,65,NA,NA,NA
-62,67,NA,NA,NA
-62,69,NA,NA,NA
-62,71,NA,NA,NA
-62,73,NA,NA,NA
-62,75,NA,NA,NA
-62,77,NA,NA,NA
-62,79,NA,NA,NA
-62,81,NA,NA,NA
-62,83,NA,NA,NA
-62,85,NA,NA,NA
-62,87,NA,NA,NA
-62,89,NA,NA,NA
-62,91,NA,NA,NA
-62,93,NA,NA,NA
-62,95,NA,NA,NA
-62,97,NA,NA,NA
-62,99,NA,NA,NA
-62,101,NA,NA,NA
-62,103,NA,NA,NA
-62,105,NA,NA,NA
-62,107,NA,NA,NA
-62,109,NA,NA,NA
-62,111,NA,NA,NA
-62,113,NA,NA,NA
-62,115,NA,NA,NA
-62,117,NA,NA,NA
-62,119,NA,NA,NA
-62,121,NA,NA,NA
-62,123,NA,NA,NA
-62,125,NA,NA,NA
-62,127,NA,NA,NA
-62,129,NA,NA,NA
-62,131,NA,NA,NA
-62,133,NA,NA,NA
-62,135,NA,NA,NA
-62,137,NA,NA,NA
-62,139,NA,NA,NA
-62,141,NA,NA,NA
-62,143,NA,NA,NA
-62,145,NA,NA,NA
-62,147,NA,NA,NA
-62,149,NA,NA,NA
-62,151,NA,NA,NA
-62,153,NA,NA,NA
-62,155,NA,NA,NA
-62,157,NA,NA,NA
-62,159,NA,NA,NA
-62,161,NA,NA,NA
-62,163,NA,NA,NA
-62,165,NA,NA,NA
-62,167,NA,NA,NA
-62,169,NA,NA,NA
-62,171,NA,NA,NA
-62,173,NA,NA,NA
-62,175,NA,NA,NA
-62,177,NA,NA,NA
-62,179,NA,NA,NA
-60,-179,NA,NA,NA
-60,-177,NA,NA,NA
-60,-175,NA,NA,NA
-60,-173,NA,NA,NA
-60,-171,NA,NA,NA
-60,-169,NA,NA,NA
-60,-167,NA,NA,NA
-60,-165,NA,NA,NA
-60,-163,NA,NA,NA
-60,-161,NA,NA,NA
-60,-159,NA,NA,NA
-60,-157,NA,NA,NA
-60,-155,NA,NA,NA
-60,-153,NA,NA,NA
-60,-151,NA,NA,NA
-60,-149,NA,NA,NA
-60,-147,NA,NA,NA
-60,-145,NA,NA,NA
-60,-143,NA,NA,NA
-60,-141,NA,NA,NA
-60,-139,NA,NA,NA
-60,-137,NA,NA,NA
-60,-135,NA,NA,NA
-60,-133,NA,NA,NA
-60,-131,NA,NA,NA
-60,-129,NA,NA,NA
-60,-127,NA,NA,NA
-60,-125,NA,NA,NA
-60,-123,NA,NA,NA
-60,-121,NA,NA,NA
-60,-119,NA,NA,NA
-60,-117,NA,NA,NA
-60,-115,NA,NA,NA
-60,-113,NA,NA,NA
-60,-111,NA,NA,NA
-60,-109,NA,NA,NA
-60,-107,NA,NA,NA
-60,-105,NA,NA,NA
-60,-103,NA,NA,NA
-60,-101,NA,NA,NA
-60,-99,NA,NA,NA
-60,-97,NA,NA,NA
-60,-95,NA,NA,NA
-60,-93,NA,NA,NA
-60,-91,NA,NA,NA
-60,-89,NA,NA,NA
-60,-87,NA,NA,NA
-60,-85,NA,NA,NA
-60,-83,NA,NA,NA
-60,-81,NA,NA,NA
-60,-79,NA,NA,NA
-60,-77,NA,NA,NA
-60,-75,NA,NA,NA
-60,-73,NA,NA,NA
-60,-71,NA,NA,NA
-60,-69,NA,NA,NA
-60,-67,NA,NA,NA
-60,-65,NA,NA,NA
-60,-63,NA,NA,NA
-60,-61,NA,NA,NA
-60,-59,NA,NA,NA
-60,-57,NA,NA,NA
-60,-55,NA,NA,NA
-60,-53,NA,NA,NA
-60,-51,NA,NA,NA
-60,-49,NA,NA,NA
-60,-47,NA,NA,NA
-60,-45,NA,NA,NA
-60,-43,NA,NA,NA
-60,-41,NA,NA,NA
-60,-39,NA,NA,NA
-60,-37,NA,NA,NA
-60,-35,NA,NA,NA
-60,-33,NA,NA,NA
-60,-31,NA,NA,NA
-60,-29,NA,NA,NA
-60,-27,NA,NA,NA
-60,-25,NA,NA,NA
-60,-23,NA,NA,NA
-60,-21,NA,NA,NA
-60,-19,NA,NA,NA
-60,-17,NA,NA,NA
-60,-15,NA,NA,NA
-60,-13,NA,NA,NA
-60,-11,NA,NA,NA
-60,-9,NA,NA,NA
-60,-7,NA,NA,NA
-60,-5,NA,NA,NA
-60,-3,NA,NA,NA
-60,-1,NA,NA,NA
-60,1,NA,NA,NA
-60,3,NA,NA,NA
-60,5,NA,NA,NA
-60,7,NA,NA,NA
-60,9,NA,NA,NA
-60,11,NA,NA,NA
-60,13,NA,NA,NA
-60,15,NA,NA,NA
-60,17,NA,NA,NA
-60,19,NA,NA,NA
-60,21,NA,NA,NA
-60,23,NA,NA,NA
-60,25,NA,NA,NA
-60,27,NA,NA,NA
-60,29,NA,NA,NA
-60,31,NA,NA,NA
-60,33,NA,NA,NA
-60,35,NA,NA,NA
-60,37,NA,NA,NA
-60,39,NA,NA,NA
-60,41,NA,NA,NA
-60,43,NA,NA,NA
-60,45,NA,NA,NA
-60,47,NA,NA,NA
-60,49,NA,NA,NA
-60,51,NA,NA,NA
-60,53,NA,NA,NA
-60,55,NA,NA,NA
-60,57,NA,NA,NA
-60,59,NA,NA,NA
-60,61,NA,NA,NA
-60,63,NA,NA,NA
-60,65,NA,NA,NA
-60,67,NA,NA,NA
-60,69,NA,NA,NA
-60,71,NA,NA,NA
-60,73,NA,NA,NA
-60,75,NA,NA,NA
-60,77,NA,NA,NA
-60,79,NA,NA,NA
-60,81,NA,NA,NA
-60,83,NA,NA,NA
-60,85,NA,NA,NA
-60,87,NA,NA,NA
-60,89,NA,NA,NA
-60,91,NA,NA,NA
-60,93,NA,NA,NA
-60,95,NA,NA,NA
-60,97,NA,NA,NA
-60,99,NA,NA,NA
-60,101,NA,NA,NA
-60,103,NA,NA,NA
-60,105,NA,NA,NA
-60,107,NA,NA,NA
-60,109,NA,NA,NA
-60,111,NA,NA,NA
-60,113,NA,NA,NA
-60,115,NA,NA,NA
-60,117,NA,NA,NA
-60,119,NA,NA,NA
-60,121,NA,NA,NA
-60,123,NA,NA,NA
-60,125,NA,NA,NA
-60,127,NA,NA,NA
-60,129,NA,NA,NA
-60,131,NA,NA,NA
-60,133,NA,NA,NA
-60,135,NA,NA,NA
-60,137,NA,NA,NA
-60,139,NA,NA,NA
-60,141,NA,NA,NA
-60,143,NA,NA,NA
-60,145,NA,NA,NA
-60,147,NA,NA,NA
-60,149,NA,NA,NA
-60,151,NA,NA,NA
-60,153,NA,NA,NA
-60,155,NA,NA,NA
-60,157,NA,NA,NA
-60,159,NA,NA,NA
-60,161,NA,NA,NA
-60,163,NA,NA,NA
-60,165,NA,NA,NA
-60,167,NA,NA,NA
-60,169,NA,NA,NA
-60,171,NA,NA,NA
-60,173,NA,NA,NA
