Latitude,Longitude,Sim_10000_nutdiff_mean,Sim_1000_nutdiff_mean,Sim_100_nutdiff_mean
-63,-124,0,0,0
-63,-122,0,0,0
-63,-120,0,0,0
-63,-118,0,0,0
-63,-116,0,0,0
-63,-114,0,0,0
-63,-112,0,0,0
-63,-110,0,0,0
-63,-108,0,0,0
-63,-106,0,0,0
-63,-104,0,0,0
-63,-102,0,0,0
-63,-100,0,0,0
-63,-98,0,0,0
-63,-96,0,0,0
-63,-94,0,0,0
-63,-92,0,0,0
-63,-90,0,0,0
-63,-88,0,0,0
-63,-86,0,0,0
-63,-84,0,0,0
-63,-82,0,0,0
-63,-80,0,0,0
-63,-78,0,0,0
-63,-76,0,0,0
-63,-74,0,0,0
-63,-72,0,0,0
-63,-70,0,0,0
-63,-68,0,0,0
-63,-66,0,0,0
-63,-64,0,0,0
-63,-62,0,0,0
-63,-60,0,0,0
-63,-58,0,0,0
-63,-56,0,0,0
-63,-54,0,0,0
-63,-52,0,0,0
-63,-50,0,0,0
-63,-48,0,0,0
-63,-46,0,0,0
-63,-44,0,0,0
-63,-42,0,0,0
-63,-40,0,0,0
-63,-38,0,0,0
-63,-36,0,0,0
-63,-34,0,0,0
-63,-32,0,0,0
-63,-30,0,0,0
-63,-28,0,0,0
-63,-26,0,0,0
-63,-24,0,0,0
-63,-22,0,0,0
-63,-20,0,0,0
-63,-18,0,0,0
-63,-16,0,0,0
-63,-14,0,0,0
-63,-12,0,0,0
-63,-10,0,0,0
-63,-8,0,0,0
-63,-6,0,0,0
-63,-4,0,0,0
-63,-2,0,0,0
-63,0,0,0,0
-63,2,0,0,0
-63,4,0,0,0
-63,6,0,0,0
-63,8,0,0,0
-63,10,0,0,0
-63,12,0,0,0
-63,14,0,0,0
-63,16,0,0,0
-63,18,0,0,0
-63,20,0,0,0
-63,22,0,0,0
-63,24,0,0,0
-63,26,0,0,0
-63,28,0,0,0
-63,30,0,0,0
-63,32,0,0,0
-63,34,0,0,0
-63,36,0,0,0
-63,38,0,0,0
-63,40,0,0,0
-63,42,0,0,0
-63,44,0,0,0
-63,46,0,0,0
-63,48,0,0,0
-63,50,0,0,0
-63,52,0,0,0
-63,54,0,0,0
-63,56,0,0,0
-63,58,0,0,0
-63,60,0,0,0
-63,62,0,0,0
-63,64,0,0,0
-63,66,0,0,0
-63,68,0,0,0
-63,70,0,0,0
-63,72,0,0,0
-63,74,0,0,0
-63,76,0,0,0
-63,78,0,0,0
-63,80,0,0,0
-63,82,0,0,0
-63,84,0,0,0
-63,86,0,0,0
-63,88,0,0,0
-63,90,0,0,0
-63,92,0,0,0
-63,94,0,0,0
-63,96,0,0,0
-63,98,0,0,0
-63,100,0,0,0
-63,102,0,0,0
-63,104,0,0,0
-63,106,0,0,0
-63,108,0,0,0
-63,110,0,0,0
-63,112,0,0,0
-63,114,0,0,0
-63,116,0,0,0
-63,118,0,0,0
-63,120,0,0,0
-63,122,0,0,0
-63,124,0,0,0
-63,126,0,0,0
-63,128,0,0,0
-63,130,0,0,0
-63,132,0,0,0
-63,134,0,0,0
-63,136,0,0,0
-63,138,0,0,0
-63,140,0,0,0
-63,142,0,0,0
-63,144,0,0,0
-63,146,0,0,0
-63,148,0,0,0
-63,150,0,0,0
-63,152,0,0,0
-63,154,0,0,0
-63,156,0,0,0
-63,158,0,0,0
-63,160,0,0,0
-63,162,0,0,0
-63,164,0,0,0
-63,166,0,0,0
-63,168,0,0,0
-63,170,0,0,0
-63,172,0,0,0
-63,174,0,0,0
-63,176,0,0,0
-63,178,0,0,0
-61,-180,0,0,0
-61,-178,0,0,0
-61,-176,0,0,0
-61,-174,0,0,0
-61,-172,0,0,0
-61,-170,0,0,0
-61,-168,0,0,0
-61,-166,0,0,0
-61,-164,0,0,0
-61,-162,0,0,0
-61,-160,0,0,0
-61,-158,0,0,0
-61,-156,0,0,0
-61,-154,0,0,0
-61,-152,0,0,0
-61,-150,0,0,0
-61,-148,0,0,0
-61,-146,0,0,0
-61,-144,0,0,0
-61,-142,0,0,0
-61,-140,0,0,0
-61,-138,0,0,0
-61,-136,0,0,0
-61,-134,0,0,0
-61,-132,0,0,0
-61,-130,0,0,0
-61,-128,0,0,0
-61,-126,0,0,0
-61,-124,0,0,0
-61,-122,0,0,0
-61,-120,0,0,0
-61,-118,0,0,0
-61,-116,0,0,0
-61,-114,0,0,0
-61,-112,0,0,0
-61,-110,0,0,0
-61,-108,0,0,0
-61,-106,0,0,0
-61,-104,0,0,0
-61,-102,0,0,0
-61,-100,0,0,0
-61,-98,0,0,0
-61,-96,0,0,0
-61,-94,0,0,0
-61,-92,0,0,0
-61,-90,0,0,0
-61,-88,0,0,0
-61,-86,0,0,0
-61,-84,0,0,0
-61,-82,0,0,0
-61,-80,0,0,0
-61,-78,0,0,0
-61,-76,0,0,0
-61,-74,0,0,0
-61,-72,0,0,0
-61,-70,0,0,0
-61,-68,0,0,0
-61,-66,0,0,0
-61,-64,0,0,0
-61,-62,0,0,0
-61,-60,0,0,0
-61,-58,0,0,0
-61,-56,0,0,0
-61,-54,0,0,0
-61,-52,0,0,0
-61,-50,0,0,0
-61,-48,0,0,0
-61,-46,0,0,0
-61,-44,0,0,0
-61,-42,0,0,0
-61,-40,0,0,0
-61,-38,0,0,0
-61,-36,0,0,0
-61,-34,0,0,0
-61,-32,0,0,0
-61,-30,0,0,0
-61,-28,0,0,0
-61,-26,0,0,0
-61,-24,0,0,0
-61,-22,0,0,0
-61,-20,0,0,0
-61,-18,0,0,0
-61,-16,0,0,0
-61,-14,0,0,0
-61,-12,0,0,0
-61,-10,0,0,0
-61,-8,0,0,0
-61,-6,0,0,0
-61,-4,0,0,0
-61,-2,0,0,0
-61,0,0,0,0
-61,2,0,0,0
-61,4,0,0,0
-61,6,0,0,0
-61,8,0,0,0
-61,10,0,0,0
-61,12,0,0,0
-61,14,0,0,0
-61,16,0,0,0
-61,18,0,0,0
-61,20,0,0,0
-61,22,0,0,0
-61,24,0,0,0
-61,26,0,0,0
-61,28,0,0,0
-61,30,0,0,0
-61,32,0,0,0
-61,34,0,0,0
-61,36,0,0,0
-61,38,0,0,0
-61,40,0,0,0
-61,42,0,0,0
-61,44,0,0,0
-61,46,0,0,0
-61,48,0,0,0
-61,50,0,0,0
-61,52,0,0,0
-61,54,0,0,0
-61,56,0,0,0
-61,58,0,0,0
-61,60,0,0,0
-61,62,0,0,0
-61,64,0,0,0
-61,66,0,0,0
-61,68,0,0,0
-61,70,0,0,0
-61,72,0,0,0
-61,74,0,0,0
-61,76,0,0,0
-61,78,0,0,0
-61,80,0,0,0
-61,82,0,0,0
-61,84,0,0,0
-61,86,0,0,0
-61,88,0,0,0
-61,90,0,0,0
-61,92,0,0,0
-61,94,0,0,0
-61,96,0,0,0
-61,98,0,0,0
-61,100,0,0,0
-61,102,0,0,0
-61,104,0,0,0
-61,106,0,0,0
-61,108,0,0,0
-61,110,0,0,0
-61,112,0,0,0
-61,114,0,0,0
-61,116,0,0,0
-61,118,0,0,0
-61,120,0,0,0
-61,122,0,0,0
-61,124,0,0,0
-61,126,0,0,0
-61,128,0,0,0
-61,130,0,0,0
-61,132,0,0,0
-61,134,0,0,0
-61,136,0,0,0
-61,138,0,0,0
-61,140,0,0,0
-61,142,0,0,0
-61,144,0,0,0
-61,146,0,0,0
-61,148,0,0,0
-61,150,0,0,0
-61,152,0,0,0
-61,154,0,0,0
-61,156,0,0,0
-61,158,0,0,0
-61,160,0,0,0
-61,162,0,0,0
-61,164,0,0,0
-61,166,0,0,0
-61,168,0,0,0
-61,170,0,0,0
-61,172,0,0,0
-61,174,0,0,0
-61,176,0,0,0
-61,178,0,0,0
-59,-180,0,0,0
-59,-178,0,0,0
-59,-176,0,0,0
-59,-174,0,0,0
-59,-172,0,0,0
-59,-170,0,0,0
-59,-168,0,0,0
-59,-166,0,0,0
-59,-164,0,0,0
-59,-162,0,0,0
-59,-160,0,0,0
-59,-158,0,0,0
-59,-156,0,0,0
-59,-154,0,0,0
-59,-152,0,0,0
-59,-150,0,0,0
-59,-148,0,0,0
-59,-146,0,0,0
-59,-144,0,0,0
-59,-142,0,0,0
-59,-140,0,0,0
-59,-138,0,0,0
-59,-136,0,0,0
-59,-134,0,0,0
-59,-132,0,0,0
-59,-130,0,0,0
-59,-128,0,0,0
-59,-126,0,0,0
-59,-124,0,0,0
-59,-122,0,0,0
-59,-120,0,0,0
-59,-118,0,0,0
-59,-116,0,0,0
-59,-114,0,0,0
-59,-112,0,0,0
-59,-110,0,0,0
-59,-108,0,0,0
-59,-106,0,0,0
-59,-104,0,0,0
-59,-102,0,0,0
-59,-100,0,0,0
-59,-98,0,0,0
-59,-96,0,0,0
-59,-94,0,0,0
-59,-92,0,0,0
-59,-90,0,0,0
-59,-88,0,0,0
-59,-86,0,0,0
-59,-84,0,0,0
-59,-82,0,0,0
-59,-80,0,0,0
-59,-78,0,0,0
-59,-76,0,0,0
-59,-74,0,0,0
-59,-72,0,0,0
-59,-70,0,0,0
-59,-68,0,0,0
-59,-66,0,0,0
-59,-64,0,0,0
-59,-62,0,0,0
-59,-60,0,0,0
-59,-58,0,0,0
-59,-56,0,0,0
-59,-54,0,0,0
-59,-52,0,0,0
-59,-50,0,0,0
-59,-48,0,0,0
-59,-46,0,0,0
-59,-44,0,0,0
-59,-42,0,0,0
-59,-40,0,0,0
-59,-38,0,0,0
-59,-36,0,0,0
-59,-34,0,0,0
-59,-32,0,0,0
-59,-30,0,0,0
-59,-28,0,0,0
-59,-26,0,0,0
-59,-24,0,0,0
-59,-22,0,0,0
-59,-20,0,0,0
-59,-18,0,0,0
-59,-16,0,0,0
-59,-14,0,0,0
-59,-12,0,0,0
-59,-10,0,0,0
-59,-8,0,0,0
-59,-6,0,0,0
-59,-4,0,0,0
-59,-2,0,0,0
-59,0,0,0,0
-59,2,0,0,0
-59,4,0,0,0
-59,6,0,0,0
-59,8,0,0,0
-59,10,0,0,0
-59,12,0,0,0
-59,14,0,0,0
-59,16,0,0,0
-59,18,0,0,0
-59,20,0,0,0
-59,22,0,0,0
-59,24,0,0,0
-59,26,0,0,0
-59,28,0,0,0
-59,30,0,0,0
-59,32,0,0,0
-59,34,0,0,0
-59,36,0,0,0
-59,38,0,0,0
-59,40,0,0,0
-59,42,0,0,0
-59,44,0,0,0
-59,46,0,0,0
-59,48,0,0,0
-59,50,0,0,0
-59,52,0,0,0
-59,54,0,0,0
-59,56,0,0,0
-59,58,0,0,0
-59,60,0,0,0
-59,62,0,0,0
-59,64,0,0,0
-59,66,0,0,0
-59,68,0,0,0
-59,70,0,0,0
-59,72,0,0,0
-59,74,0,0,0
-59,76,0,0,0
-59,78,0,0,0
-59,80,0,0,0
-59,82,0,0,0
-59,84,0,0,0
-59,86,0,0,0
-59,88,0,0,0
-59,90,0,0,0
-59,92,0,0,0
-59,94,0,0,0
-59,96,0,0,0
-59,98,0,0,0
-59,100,0,0,0
-59,102,0,0,0
-59,104,0,0,0
-59,106,0,0,0
-59,108,0,0,0
-59,110,0,0,0
-59,112,0,0,0
-59,114,0,0,0
-59,116,0,0,0
-59,118,0,0,0
-59,120,0,0,0
-59,122,0,0,0
-59,124,0,0,0
-59,126,0,0,0
-59,128,0,0,0
-59,130,0,0,0
-59,132,0,0,0
-59,134,0,0,0
-59,136,0,0,0
-59,138,0,0,0
-59,140,0,0,0
-59,142,0,0,0
-59,144,0,0,0
-59,146,0,0,0
-59,148,0,0,0
-59,150,0,0,0
-59,152,0,0,0
-59,154,0,0,0
-59,156,0,0,0
-59,158,0,0,0
-59,160,0,0,0
-59,162,0,0,0
-59,164,0,0,0
-59,166,0,0,0
-59,168,0,0,0
-59,170,0,0,0
-59,172,0,0,0
-59,174,0,0,0
-59,176,0,0,0
-59,178,0,0,0
-57,-180,0,0,0
-57,-178,0,0,0
-57,-176,0,0,0
-57,-174,0,0,0
-57,-172,0,0,0
-57,-170,0,0,0
-57,-168,0,0,0
-57,-166,0,0,0
-57,-164,0,0,0
-57,-162,0,0,0
-57,-160,0,0,0
-57,-158,0,0,0
-57,-156,0,0,0
-57,-154,0,0,0
-57,-152,0,0,0
-57,-150,0,0,0
-57,-148,0,0,0
-57,-146,0,0,0
-57,-144,0,0,0
-57,-142,0,0,0
-57,-140,0,0,0
-57,-138,0,0,0
-57,-136,0,0,0
-57,-134,0,0,0
-57,-132,0,0,0
-57,-130,0,0,0
-57,-128,0,0,0
-57,-126,0,0,0
-57,-124,0,0,0
-57,-122,0,0,0
-57,-120,0,0,0
-57,-118,0,0,0
-57,-116,0,0,0
-57,-114,0,0,0
-57,-112,0,0,0
-57,-110,0,0,0
-57,-108,0,0,0
-57,-106,0,0,0
-57,-104,0,0,0
-57,-102,0,0,0
-57,-100,0,0,0
-57,-98,0,0,0
-57,-96,0,0,0
-57,-94,0,0,0
-57,-92,0,0,0
-57,-90,0,0,0
-57,-88,0,0,0
-57,-86,0,0,0
-57,-84,0,0,0
-57,-82,0,0,0
-57,-80,0,0,0
-57,-78,0,0,0
-57,-76,0,0,0
-57,-74,0,0,0
-57,-72,0,0,0
-57,-70,0,0,0
-57,-68,0,0,0
-57,-66,0,0,0
-57,-64,0,0,0
-57,-62,0,0,0
-57,-60,0,0,0
-57,-58,0,0,0
-57,-56,0,0,0
-57,-54,0,0,0
-57,-52,0,0,0
-57,-50,0,0,0
-57,-48,0,0,0
-57,-46,0,0,0
-57,-44,0,0,0
-57,-42,0,0,0
-57,-40,0,0,0
-57,-38,0,0,0
-57,-36,0,0,0
-57,-34,0,0,0
-57,-32,0,0,0
-57,-30,0,0,0
-57,-28,0,0,0
-57,-26,0,0,0
-57,-24,0,0,0
-57,-22,0,0,0
-57,-20,0,0,0
-57,-18,0,0,0
-57,-16,0,0,0
-57,-14,0,0,0
-57,-12,0,0,0
-57,-10,0,0,0
-57,-8,0,0,0
-57,-6,0,0,0
-57,-4,0,0,0
-57,-2,0,0,0
-57,0,0,0,0
-57,2,0,0,0
-57,4,0,0,0
-57,6,0,0,0
-57,8,0,0,0
-57,10,0,0,0
-57,12,0,0,0
-57,14,0,0,0
-57,16,0,0,0
-57,18,0,0,0
-57,20,0,0,0
-57,22,0,0,0
-57,24,0,0,0
-57,26,0,0,0
-57,28,0,0,0
-57,30,0,0,0
-57,32,0,0,0
-57,34,0,0,0
-57,36,0,0,0
-57,38,0,0,0
-57,40,0,0,0
-57,42,0,0,0
-57,44,0,0,0
-57,46,0,0,0
-57,48,0,0,0
-57,50,0,0,0
-57,52,0,0,0
-57,54,0,0,0
-57,56,0,0,0
-57,58,0,0,0
-57,60,0,0,0
-57,62,0,0,0
-57,64,0,0,0
-57,66,0,0,0
-57,68,0,0,0
-57,70,0,0,0
-57,72,0,0,0
-57,74,0,0,0
-57,76,0,0,0
-57,78,0,0,0
-57,80,0,0,0
-57,82,0,0,0
-57,84,0,0,0
-57,86,0,0,0
-57,88,0,0,0
-57,90,0,0,0
-57,92,0,0,0
-57,94,0,0,0
-57,96,0,0,0
-57,98,0,0,0
-57,100,0,0,0
-57,102,0,0,0
-57,104,0,0,0
-57,106,0,0,0
-57,108,0,0,0
-57,110,0,0,0
-57,112,0,0,0
-57,114,0,0,0
-57,116,0,0,0
-57,118,0,0,0
-57,120,0,0,0
-57,122,0,0,0
-57,124,0,0,0
-57,126,0,0,0
-57,128,0,0,0
-57,130,0,0,0
-57,132,0,0,0
-57,134,0,0,0
-57,136,0,0,0
-57,138,0,0,0
-57,140,0,0,0
-57,142,0,0,0
-57,144,0,0,0
-57,146,0,0,0
-57,148,0,0,0
-57,150,0,0,0
-57,152,0,0,0
-57,154,0,0,0
-57,156,0,0,0
-57,158,0,0,0
-57,160,0,0,0
-57,162,0,0,0
-57,164,0,0,0
-57,166,0,0,0
-57,168,0,0,0
-57,170,0,0,0
-57,172,0,0,0
-57,174,0,0,0
-57,176,0,0,0
-57,178,0,0,0
-55,-180,0,0,0
-55,-178,0,0,0
-55,-176,0,0,0
-55,-174,0,0,0
-55,-172,0,0,0
-55,-170,0,0,0
-55,-168,0,0,0
-55,-166,0,0,0
-55,-164,0,0,0
-55,-162,0,0,0
-55,-160,0,0,0
-55,-158,0,0,0
-55,-156,0,0,0
-55,-154,0,0,0
-55,-152,0,0,0
-55,-150,0,0,0
-55,-148,0,0,0
-55,-146,0,0,0
-55,-144,0,0,0
-55,-142,0,0,0
-55,-140,0,0,0
-55,-138,0,0,0
-55,-136,0,0,0
-55,-134,0,0,0
-55,-132,0,0,0
-55,-130,0,0,0
-55,-128,0,0,0
-55,-126,0,0,0
-55,-124,0,0,0
-55,-122,0,0,0
-55,-120,0,0,0
-55,-118,0,0,0
-55,-116,0,0,0
-55,-114,0,0,0
-55,-112,0,0,0
-55,-110,0,0,0
-55,-108,0,0,0
-55,-106,0,0,0
-55,-104,0,0,0
-55,-102,0,0,0
-55,-100,0,0,0
-55,-98,0,0,0
-55,-96,0,0,0
-55,-94,0,0,0
-55,-92,0,0,0
-55,-90,0,0,0
-55,-88,0,0,0
-55,-86,0,0,0
-55,-84,0,0,0
-55,-82,0,0,0
-55,-80,0,0,0
-55,-78,0,0,0
-55,-76,0,0,0
-55,-74,13763.83249,3634.774566,744.2508329
-55,-72,16685.29069,3171.415062,766.9236623
-55,-70,13016.9307,1922.211927,446.7437284
-55,-68,13455.94855,3227.579944,524.4301341
-55,-66,0,0,0
-55,-64,0,0,0
-55,-62,0,0,0
-55,-60,0,0,0
-55,-58,0,0,0
-55,-56,0,0,0
-55,-54,0,0,0
-55,-52,0,0,0
-55,-50,0,0,0
-55,-48,0,0,0
-55,-46,0,0,0
-55,-44,0,0,0
-55,-42,0,0,0
-55,-40,0,0,0
-55,-38,0,0,0
-55,-36,0,0,0
-55,-34,0,0,0
-55,-32,0,0,0
-55,-30,0,0,0
-55,-28,0,0,0
-55,-26,0,0,0
-55,-24,0,0,0
-55,-22,0,0,0
-55,-20,0,0,0
-55,-18,0,0,0
-55,-16,0,0,0
-55,-14,0,0,0
-55,-12,0,0,0
-55,-10,0,0,0
-55,-8,0,0,0
-55,-6,0,0,0
-55,-4,0,0,0
-55,-2,0,0,0
-55,0,0,0,0
-55,2,0,0,0
-55,4,0,0,0
-55,6,0,0,0
-55,8,0,0,0
-55,10,0,0,0
-55,12,0,0,0
-55,14,0,0,0
-55,16,0,0,0
-55,18,0,0,0
-55,20,0,0,0
-55,22,0,0,0
-55,24,0,0,0
-55,26,0,0,0
-55,28,0,0,0
-55,30,0,0,0
-55,32,0,0,0
-55,34,0,0,0
-55,36,0,0,0
-55,38,0,0,0
-55,40,0,0,0
-55,42,0,0,0
-55,44,0,0,0
-55,46,0,0,0
-55,48,0,0,0
-55,50,0,0,0
-55,52,0,0,0
-55,54,0,0,0
-55,56,0,0,0
-55,58,0,0,0
-55,60,0,0,0
-55,62,0,0,0
-55,64,0,0,0
-55,66,0,0,0
-55,68,0,0,0
-55,70,0,0,0
-55,72,0,0,0
-55,74,0,0,0
-55,76,0,0,0
-55,78,0,0,0
-55,80,0,0,0
-55,82,0,0,0
-55,84,0,0,0
-55,86,0,0,0
-55,88,0,0,0
-55,90,0,0,0
-55,92,0,0,0
-55,94,0,0,0
-55,96,0,0,0
-55,98,0,0,0
-55,100,0,0,0
-55,102,0,0,0
-55,104,0,0,0
-55,106,0,0,0
-55,108,0,0,0
-55,110,0,0,0
-55,112,0,0,0
-55,114,0,0,0
-55,116,0,0,0
-55,118,0,0,0
-55,120,0,0,0
-55,122,0,0,0
-55,124,0,0,0
-55,126,0,0,0
-55,128,0,0,0
-55,130,0,0,0
-55,132,0,0,0
-55,134,0,0,0
-55,136,0,0,0
-55,138,0,0,0
-55,140,0,0,0
-55,142,0,0,0
-55,144,0,0,0
-55,146,0,0,0
-55,148,0,0,0
-55,150,0,0,0
-55,152,0,0,0
-55,154,0,0,0
-55,156,0,0,0
-55,158,0,0,0
-55,160,0,0,0
-55,162,0,0,0
-55,164,0,0,0
-55,166,0,0,0
-55,168,0,0,0
-55,170,0,0,0
-55,172,0,0,0
-55,174,0,0,0
-55,176,0,0,0
-55,178,0,0,0
-53,-180,0,0,0
-53,-178,0,0,0
-53,-176,0,0,0
-53,-174,0,0,0
-53,-172,0,0,0
-53,-170,0,0,0
-53,-168,0,0,0
-53,-166,0,0,0
-53,-164,0,0,0
-53,-162,0,0,0
-53,-160,0,0,0
-53,-158,0,0,0
-53,-156,0,0,0
-53,-154,0,0,0
-53,-152,0,0,0
-53,-150,0,0,0
-53,-148,0,0,0
-53,-146,0,0,0
-53,-144,0,0,0
-53,-142,0,0,0
-53,-140,0,0,0
-53,-138,0,0,0
-53,-136,0,0,0
-53,-134,0,0,0
-53,-132,0,0,0
-53,-130,0,0,0
-53,-128,0,0,0
-53,-126,0,0,0
-53,-124,0,0,0
-53,-122,0,0,0
-53,-120,0,0,0
-53,-118,0,0,0
-53,-116,0,0,0
-53,-114,0,0,0
-53,-112,0,0,0
-53,-110,0,0,0
-53,-108,0,0,0
-53,-106,0,0,0
-53,-104,0,0,0
-53,-102,0,0,0
-53,-100,0,0,0
-53,-98,0,0,0
-53,-96,0,0,0
-53,-94,0,0,0
-53,-92,0,0,0
-53,-90,0,0,0
-53,-88,0,0,0
-53,-86,0,0,0
-53,-84,0,0,0
-53,-82,0,0,0
-53,-80,0,0,0
-53,-78,0,0,0
-53,-76,0,0,0
-53,-74,16179.99331,2329.338688,612.6452104
-53,-72,15615.20582,2703.167995,831.5341314
-53,-70,17803.06837,3401.32588,611.2729451
-53,-68,0,0,0
-53,-66,0,0,0
-53,-64,0,0,0
-53,-62,0,0,0
-53,-60,19600.02622,5540.710648,815.1289039
-53,-58,0,0,0
-53,-56,0,0,0
-53,-54,0,0,0
-53,-52,0,0,0
-53,-50,0,0,0
-53,-48,0,0,0
-53,-46,0,0,0
-53,-44,0,0,0
-53,-42,0,0,0
-53,-40,0,0,0
-53,-38,0,0,0
-53,-36,0,0,0
-53,-34,0,0,0
-53,-32,0,0,0
-53,-30,0,0,0
-53,-28,0,0,0
-53,-26,0,0,0
-53,-24,0,0,0
-53,-22,0,0,0
-53,-20,0,0,0
-53,-18,0,0,0
-53,-16,0,0,0
-53,-14,0,0,0
-53,-12,0,0,0
-53,-10,0,0,0
-53,-8,0,0,0
-53,-6,0,0,0
-53,-4,0,0,0
-53,-2,0,0,0
-53,0,0,0,0
-53,2,0,0,0
-53,4,0,0,0
-53,6,0,0,0
-53,8,0,0,0
-53,10,0,0,0
-53,12,0,0,0
-53,14,0,0,0
-53,16,0,0,0
-53,18,0,0,0
-53,20,0,0,0
-53,22,0,0,0
-53,24,0,0,0
-53,26,0,0,0
-53,28,0,0,0
-53,30,0,0,0
-53,32,0,0,0
-53,34,0,0,0
-53,36,0,0,0
-53,38,0,0,0
-53,40,0,0,0
-53,42,0,0,0
-53,44,0,0,0
-53,46,0,0,0
-53,48,0,0,0
-53,50,0,0,0
